document_name,pipeline_highlight,correction,quality,supposed_cause,context,correct_label
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Homopterous,false_negative,pattern_recognition,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,abundant honey,honey,too_wide,"pattern_recognition,anaphora","The flowers are conspicuous, and contain abundant honey",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,insects,Hymenopterous insects,too_narrow,"pattern_recognition,anaphora","Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Hypochoeris,Hypochoeris sp.,too_narrow,"pattern_recognition,anaphora","Trentino, Grup rerio, Lastee meadows, on Hypochoeris sp., VUl-1940",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hypocmis,false_negative,polysemy,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,It,false_negative,polysemy,"The Sloe is so common a wayside plant as scarcely to need description, It is found not only by the highway",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,It,false_negative,polysemy,It is one of the earliest wild flowers in March and April.,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,it,false_negative,polysemy,"A fungus, Puccinia pruni, causes early fall of the leaf. Eriophyes similis is a gall that attacks it.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,it,false_negative,pos_tagging,"A fungus, Puccinia pruni, causes early fall of the leaf. Eriophyes similis is a gall that attacks it. Many larger fungi grow on it:",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,It,false_negative,text_extraction_issue,It forms some part also of the undergrowth in woods and plantations,habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,it,false_negative,text_extraction_issue,but since it was still collected in Italy.,taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,plant-lice,jumping plant-lice,too_narrow,text_extraction_issue,"18 whiteflies (Matumpay & Mirsup, 2012, 2016), 21 jumping plant-lice (Mirsup, 2020) and 93 scale insects (Mirsup et al., 2014) for a total of 233 species. ",habitat
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Kirschbaum,false_negative,text_extraction_issue,"nine new records of Auchenorrhyncha (Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum)",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Lady’s Fingers,false_negative,text_extraction_issue,"Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Lathyrus pratensis,"Lathyrus pratensis, L.",too_narrow,text_extraction_issue,"Lathyrus pratensis, L.—Stem climbing, angled, not winged, tendrils small, leaflets 2, narrow, lanceolate, stipules sagittate, as long as leaflets; flowers yellow, veined, flower-stalk many-flowered, in raceme, secund, hile small.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,latter,false_negative,text_extraction_issue,"from the inflection of the stamens toward the centre above the stigma, causing pollen to fall on the latter.",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Noctuidae,Lepid. Noctuidae,too_narrow,text_extraction_issue,good species (Lepid. Noctuidae).,taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Lepidoptera,Lepidoptera Black — Hairstreak,too_narrow,text_extraction_issue,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Liparis auriflua,false_negative,text_extraction_issue,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Livia,Livia juncorum,too_narrow,text_extraction_issue,"Fam. Livupas F. Lév. ; Livia juncorum (Latr.) - Trentino, Mattarello, in Juncus #P »1X-1948; ",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Magdalinus prani,false_negative,text_extraction_issue,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Maple,false_negative,text_extraction_issue,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,May Blackthorn,false_negative,text_extraction_issue,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,mesocarp,false_negative,text_extraction_issue,"When the carpel becomes the fruit the layers are three, the skin or epicarp, the flesh or mesocarp, and the inner stony endocarp, ",habitat
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,mirids,false_negative,text_extraction_issue,"Since then, two mirids, a pyrrhocorid and a pentatomid were also added to the Maltese fauna ",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Monochetus sulcatus,false_negative,text_extraction_issue,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Pea,Mouse Pea,too_narrow,"text_extraction_issue,unknown_term","Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,},NA,false_positive,"text_extraction_issue,unknown_term","The flowers are white, }-2 in.",NA
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,people ,NA,false_positive,unknown_term,And the people here in Italy and in Krancia,NA
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,early spring,NA,false_positive,unknown_term,the Blackthorn blossoms make the otherwise dark growth of branches quite white in early spring.,NA
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,bodies of slain heathens,NA,false_positive,unknown_term,"The “ Lay of Runzifal” makes a Blackthorn shoot out of the bodies of slain heathens, a white flower by the heads of fallen Christians.",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,},NA,false_positive,unknown_term," especially being rap} u,",NA
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,nettle,false_negative,unknown_term,several specimens. Common and widespread species wherever nettle grows. ,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Nola,Nola cucullatella,too_narrow,unknown_term,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Notulae dipterologicae,false_negative,unknown_term,Notulae dipterologicae,taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Opsius,Opsius cypriacus,too_narrow,unknown_term,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Opsius,Opsius cypriacus Lindberg,too_narrow,unknown_term,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Otiorhynchus,Otiorhynchus picipes,too_narrow,unknown_term,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,P. énstititia,false_negative,unknown_term,"As the Latin specific name indicates this plant is peculiarly spinous, which separates it from P. énstititia, where there are few spines.",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Payllopsis fraxini,false_negative,unknown_term,"ynao4s, Payllopsis fraxini (Linn,) - France Wed, Mens, on Fraxinus ornus Ls,",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Payllopsis fraxini (Linn),false_negative,unknown_term,"ynao4s, Payllopsis fraxini (Linn,) - France Wed, Mens, on Fraxinus ornus Ls,",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,pentatomid,false_negative,unknown_term,"Since then, two mirids, a pyrrhocorid and a pentatomid were also added to the Maltese fauna",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Perigea,Perigea conducta,too_narrow,unknown_term,Perigea conducta Wik. (Caradrina conducta Wik.),taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Peylla pyri,false_negative,unknown_term,"Peylla pyri (Linn, «Trentino, Aldeno, on Pirus communis L., VII-1943; ",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Peylla pyri (Linn),false_negative,unknown_term," Cee in central European countries ¢ northern, sons: & + Peylla pyri ",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Peylla pyricola Foret,false_negative,unknown_term,"Peylla pyricola Foret,. France wed., Mens, on Pirus communis L .",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Pirus co: mmunis L,false_negative,unknown_term,"Psylla pyri (Linn.) Trentino, Aldeno, on Pirus co: mmunis L",
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Pirus communis L ,false_negative,unknown_term,"siderarsi dul! Italy. Peylla pyricola Foret,. France wed., Mens, on Pirus communis L ",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Pirus communis L.,false_negative,unknown_term,,taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,"Pirus communis L., VII-1943",false_negative,unknown_term,"Peylla pyri (Linn, «Trentino, Aldeno, on Pirus communis L., VII-1943; ",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Planchonia ,Planchonia arabidis Signoret,too_narrow,unknown_term,"Tachycixius pilosus (Olivier) and Toya ibiturca Asche), and a new record for both the suborder Heteroptera (Plea minutissima (Leach)) and the suborder Sternorrhyncha (Planchonia arabidis Signoret)",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Plea minutissima,Plea minutissima (Leach),too_narrow,unknown_term,"Tachycixius pilosus (Olivier) and Toya ibiturca Asche), and a new record for both the suborder Heteroptera (Plea minutissima (Leach)) and the suborder Sternorrhyncha (Planchonia arabidis Signoret)",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Pliny,false_negative,unknown_term,"Prunus, Pliny, is Latin for plum-tree",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Plowrightia,false_negative,unknown_term,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Podosphera,false_negative,unknown_term,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Polygonum fagopyrum,Polygonum fagopyrum L,too_narrow,unknown_term,"None Val Genova, Todesca, on 'Lis (Weber et Mohr) - Trentino,; x Aphalara erie ee trentino, Molveno, on Polygonum fagopyrum L",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Polyporus,false_negative,unknown_term,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Polystigma,false_negative,unknown_term,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Prunus spinosa,"Prunus spinosa, L.",too_narrow,unknown_term,"Blackthorn (Prunus spinosa, L.) Preglacial, Interglacial, and Neolithic beds have yielded evidence of the carly occurrence of this plant in Britain.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Prunus spinosa,"Prunus spinosa, L.",too_narrow,unknown_term,"Prunus spinosa, L.—Shrubby, stems woody, branched, twigs zigzag, spinose, black, leaves elliptical, narrow, downy below, after the flowers; flowers white, 1-2, peduncle glabrous, fruit globose.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Prunus spinosa,"Prunus spinosa, L.",too_narrow,unknown_term,"The name Sloe for the fruit is extended to the plant itself, BLACKTHORN (Prunus spinosa, L.) ",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Prunus spinosa,"Prunus spinosa, La",too_narrow,unknown_term,"The BLACKTHORN (Prunus spinosa, La) anthers have not yet opened, and are bent down towards the centre The stigma is already receptive, and projects.",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Pseudoscorpion,false_negative,unknown_term,Pseudoscorpion,habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,PSILLIDI,false_negative,unknown_term,Livio TAMANINI SOME NEW FINDS OF ITALIAN AND FRENCH PSILLIDI,habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Psyiiiae,false_negative,unknown_term, Fam. Psyiiiae Haupt. ,taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Psylids,false_negative,unknown_term,"Some new finds of Italian and French Psylids. (Homoptera, Psyllina).",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Psylla alni,Psylla alni (Linn.),too_narrow,unknown_term,"Psylla alni (Linn.) - Trentino, Kovereto, on Alnus sp., VI-1951; ",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Psylla alni,Psylla alni (Linn.),too_narrow,unknown_term,"Psylla alni (Linn.) - Trentino, Kovereto, on Alnus sp., VI-1951; ",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Psylla,Psylla alpina Férst.,too_narrow,unknown_term," Psylla alpina Férst. - Trentino, Val Genova, Malga Cercen, on Alnus viridis Delc., 111-1951; numerous specimens.",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Psylla,Psylla alpina Férst.,too_narrow,unknown_term," Psylla alpina Férst. - Trentino, Val Genova, Malga Cercen, on Alnus viridis Delc., 111-1951; numerous specimens.",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Psylla,Psylla crataegi,too_narrow,unknown_term,easily confused with the pre- oF Psylla crataegi (Schrk.),taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Psylla,Psylla crataegi (Schrk.) ,too_narrow,unknown_term,easily confused with the pre- oF Psylla crataegi (Schrk.),taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Psylla,Psylla pruni,too_narrow,unknown_term,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Psyllina,false_negative,unknown_term,"(Homoptera, Psyllina) ",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Psyllina,false_negative,unknown_term,"Some new finds of Italian and French Psylids. (Homoptera, Psyllina).",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Puccinia pruni,false_negative,unknown_term,"A fungus, Puccinia pruni, causes early fall of the leaf.",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,pyrrhocorid,false_negative,unknown_term,"Since then, two mirids, a pyrrhocorid and a pentatomid were also added to the Maltese fauna",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Quick Scrog,false_negative,unknown_term,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Reptalus,Reptalus quinquecostatus ,too_narrow,unknown_term,"Paralimnus phragmitis (Boheman), Reptalus quinquecostatus (Dufour), Tachycixius pilosus (Olivier)",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Reptalus,"Reptalus quinquecostatus (Dufour),",false_negative,unknown_term,"Paralimnus phragmitis (Boheman), Reptalus quinquecostatus (Dufour), Tachycixius pilosus (Olivier)",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Rhynchites,Rhynchites auratus,too_narrow,unknown_term,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Rhynchota,false_negative,unknown_term,Rhynchota-Homoptera ,taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,ROADSIDES,false_negative,unknown_term,158 FLOWERS OF THE ROADSIDES AND HEDGES ,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Rubus fruticosus,Rubus rusticanus,too_narrow,unknown_term,"(Rubus fruticosus (= rusticanus, Merc.)) ",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Scarlet T,false_negative,unknown_term,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Short-cloaked Moth,false_negative,unknown_term,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Skig Slaathorn,false_negative,unknown_term,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slacen-bush,false_negative,unknown_term,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slan,false_negative,unknown_term,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slaunbush,false_negative,unknown_term,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slines,false_negative,unknown_term,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_term,"The Sloe is at home on sand soil, and is a sand plant, but is also a lime plant, loving limestone, and a humus-loving plant requiring humus soil. ",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_term,The name Sloe for the fruit is extended to the plant itself,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_term,The Sloe is so common a wayside plant as scarcely to need description,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_term,The Sloe has the shrub habit. ,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Sloe,false_negative,unknown_term,The Sloe is a deciduous shrub,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,sloes,false_negative,unknown_term,sloes are recommended for fences,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Slone Bloom,false_negative,unknown_term,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
